# date, position, P and L
2013-02-01,0,0.0
2013-02-04,0,0.0
2013-02-05,0,0.0
2013-02-06,0,0.0
2013-02-07,0,0.0
2013-02-08,0,0.0
2013-02-12,0,0.0
2013-02-13,0,0.0
2013-02-14,0,0.0
2013-02-15,0,0.0
2013-02-18,0,0.0
2013-02-19,0,0.0
2013-02-20,0,0.0
2013-02-21,0,0.0
2013-02-22,0,0.0
2013-02-25,0,0.0
2013-02-26,0,0.0
2013-02-27,0,0.0
2013-02-28,0,0.0
2013-03-01,0,0.0
2013-03-04,0,0.0
2013-03-05,0,0.0
2013-03-06,0,0.0
2013-03-07,0,0.0
2013-03-08,0,0.0
2013-03-11,0,0.0
2013-03-12,0,0.0
2013-03-13,0,0.0
2013-03-14,0,0.0
2013-03-15,0,0.0
2013-03-18,0,0.0
2013-03-19,0,0.0
2013-03-21,0,0.0
2013-03-22,0,0.0
2013-03-25,0,0.0
2013-03-26,0,0.0
2013-03-27,0,0.0
2013-03-28,10,-1681.747
2013-03-29,20,-3345.013
2013-04-01,20,-3345.013
2013-04-02,20,-3345.013
2013-04-03,20,-3345.013
2013-04-04,20,-3345.013
2013-04-05,20,-3345.013
2013-04-08,20,-3345.013
2013-04-09,20,-3345.013
2013-04-10,20,-3345.013
2013-04-11,20,-3345.013
2013-04-12,20,-3345.013
2013-04-15,20,-3345.013
2013-04-16,20,-3345.013
2013-04-17,20,-3345.013
2013-04-18,20,-3345.013
2013-04-19,20,-3345.013
2013-04-22,20,-3345.013
2013-04-23,20,-3345.013
2013-04-24,20,-3345.013
2013-04-25,20,-3345.013
2013-04-26,20,-3345.013
2013-04-30,20,-3345.013
2013-05-01,20,-3345.013
2013-05-02,20,-3345.013
2013-05-07,20,-3345.013
2013-05-08,20,-3345.013
2013-05-09,20,-3345.013
2013-05-10,20,-3345.013
2013-05-13,20,-3345.013
2013-05-14,20,-3345.013
2013-05-15,20,-3345.013
2013-05-16,20,-3345.013
2013-05-17,20,-3345.013
2013-05-20,20,-3345.013
2013-05-21,20,-3345.013
2013-05-22,20,-3345.013
2013-05-23,20,-3345.013
2013-05-24,20,-3345.013
2013-05-27,20,-3345.013
2013-05-28,20,-3345.013
2013-05-29,20,-3345.013
2013-05-30,20,-3345.013
2013-05-31,20,-3345.013
2013-06-03,20,-3345.013
2013-06-04,20,-3345.013
2013-06-05,20,-3345.013
2013-06-06,20,-3345.013
2013-06-07,20,-3345.013
2013-06-10,20,-3345.013
2013-06-11,20,-3345.013
2013-06-12,20,-3345.013
2013-06-13,20,-3345.013
2013-06-14,20,-3345.013
2013-06-17,20,-3345.013
2013-06-18,20,-3345.013
2013-06-19,20,-3345.013
2013-06-20,20,-3345.013
2013-06-21,20,-3345.013
2013-06-24,20,-3345.013
2013-06-25,20,-3345.013
2013-06-26,20,-3345.013
2013-06-27,20,-3345.013
2013-06-28,20,-3345.013
2013-07-01,20,-3345.013
2013-07-02,10,-1459.9779999999998
2013-07-03,10,-1459.9779999999998
2013-07-04,10,-1459.9779999999998
2013-07-05,10,-1459.9779999999998
2013-07-08,10,-1459.9779999999998
2013-07-09,10,-1459.9779999999998
2013-07-10,10,-1459.9779999999998
2013-07-11,10,-1459.9779999999998
2013-07-12,10,-1459.9779999999998
2013-07-16,10,-1459.9779999999998
2013-07-17,10,-1459.9779999999998
2013-07-18,10,-1459.9779999999998
2013-07-19,10,-1459.9779999999998
2013-07-22,10,-1459.9779999999998
2013-07-23,10,-1459.9779999999998
2013-07-24,10,-1459.9779999999998
2013-07-25,10,-1459.9779999999998
2013-07-26,10,-1459.9779999999998
2013-07-29,10,-1459.9779999999998
2013-07-30,10,-1459.9779999999998
2013-07-31,10,-1459.9779999999998
2013-08-01,10,-1459.9779999999998
2013-08-02,10,-1459.9779999999998
2013-08-05,10,-1459.9779999999998
2013-08-06,10,-1459.9779999999998
2013-08-07,10,-1459.9779999999998
2013-08-08,10,-1459.9779999999998
2013-08-09,10,-1459.9779999999998
2013-08-12,10,-1459.9779999999998
2013-08-13,10,-1459.9779999999998
2013-08-14,10,-1459.9779999999998
2013-08-15,10,-1459.9779999999998
2013-08-16,10,-1459.9779999999998
2013-08-19,10,-1459.9779999999998
2013-08-20,10,-1459.9779999999998
2013-08-21,10,-1459.9779999999998
2013-08-22,10,-1459.9779999999998
2013-08-23,10,-1459.9779999999998
2013-08-26,10,-1459.9779999999998
2013-08-27,10,-1459.9779999999998
2013-08-28,10,-1459.9779999999998
2013-08-29,10,-1459.9779999999998
2013-08-30,10,-1459.9779999999998
2013-09-02,10,-1459.9779999999998
2013-09-03,10,-1459.9779999999998
2013-09-04,10,-1459.9779999999998
2013-09-05,10,-1459.9779999999998
2013-09-06,10,-1459.9779999999998
2013-09-09,10,-1459.9779999999998
2013-09-10,10,-1459.9779999999998
2013-09-11,10,-1459.9779999999998
2013-09-12,10,-1459.9779999999998
2013-09-13,10,-1459.9779999999998
2013-09-17,10,-1459.9779999999998
2013-09-18,10,-1459.9779999999998
2013-09-19,10,-1459.9779999999998
2013-09-20,10,-1459.9779999999998
2013-09-24,10,-1459.9779999999998
2013-09-25,10,-1459.9779999999998
2013-09-26,0,526.7010000000002
2013-09-27,0,526.7010000000002
2013-09-30,0,526.7010000000002
2013-10-01,0,526.7010000000002
2013-10-02,0,526.7010000000002
2013-10-03,0,526.7010000000002
2013-10-04,0,526.7010000000002
2013-10-07,10,-1312.1319999999996
2013-10-08,10,-1312.1319999999996
2013-10-09,10,-1312.1319999999996
2013-10-10,10,-1312.1319999999996
2013-10-11,10,-1312.1319999999996
2013-10-15,10,-1312.1319999999996
2013-10-16,10,-1312.1319999999996
2013-10-17,10,-1312.1319999999996
2013-10-18,10,-1312.1319999999996
2013-10-21,10,-1312.1319999999996
2013-10-22,10,-1312.1319999999996
2013-10-23,10,-1312.1319999999996
2013-10-24,10,-1312.1319999999996
2013-10-25,10,-1312.1319999999996
2013-10-28,10,-1312.1319999999996
2013-10-29,10,-1312.1319999999996
2013-10-30,10,-1312.1319999999996
2013-10-31,10,-1312.1319999999996
2013-11-01,10,-1312.1319999999996
2013-11-05,10,-1312.1319999999996
2013-11-06,10,-1312.1319999999996
2013-11-07,10,-1312.1319999999996
2013-11-08,10,-1312.1319999999996
2013-11-11,10,-1312.1319999999996
2013-11-12,10,-1312.1319999999996
2013-11-13,10,-1312.1319999999996
2013-11-14,10,-1312.1319999999996
2013-11-15,10,-1312.1319999999996
2013-11-18,10,-1312.1319999999996
2013-11-19,10,-1312.1319999999996
2013-11-20,10,-1312.1319999999996
2013-11-21,10,-1312.1319999999996
2013-11-22,10,-1312.1319999999996
2013-11-25,10,-1312.1319999999996
2013-11-26,10,-1312.1319999999996
2013-11-27,10,-1312.1319999999996
2013-11-28,10,-1312.1319999999996
2013-11-29,10,-1312.1319999999996
2013-12-02,10,-1312.1319999999996
2013-12-03,10,-1312.1319999999996
2013-12-04,10,-1312.1319999999996
2013-12-05,10,-1312.1319999999996
2013-12-06,10,-1312.1319999999996
2013-12-09,10,-1312.1319999999996
2013-12-10,10,-1312.1319999999996
2013-12-11,10,-1312.1319999999996
2013-12-12,10,-1312.1319999999996
2013-12-13,10,-1312.1319999999996
2013-12-16,10,-1312.1319999999996
2013-12-17,10,-1312.1319999999996
2013-12-18,10,-1312.1319999999996
2013-12-19,10,-1312.1319999999996
2013-12-20,10,-1312.1319999999996
2013-12-24,10,-1312.1319999999996
2013-12-25,10,-1312.1319999999996
2013-12-26,10,-1312.1319999999996
2013-12-27,10,-1312.1319999999996
2013-12-30,10,-1312.1319999999996
2014-01-06,10,-1312.1319999999996
2014-01-07,10,-1312.1319999999996
2014-01-08,10,-1312.1319999999996
2014-01-09,10,-1312.1319999999996
2014-01-10,10,-1312.1319999999996
2014-01-14,10,-1312.1319999999996
2014-01-15,10,-1312.1319999999996
2014-01-16,10,-1312.1319999999996
2014-01-17,10,-1312.1319999999996
2014-01-20,10,-1312.1319999999996
2014-01-21,10,-1312.1319999999996
2014-01-22,10,-1312.1319999999996
2014-01-23,10,-1312.1319999999996
2014-01-24,10,-1312.1319999999996
2014-01-27,10,-1312.1319999999996
2014-01-28,20,-3317.2919999999995
2014-01-29,20,-3317.2919999999995
2014-01-30,20,-3317.2919999999995
2014-01-31,30,-5267.009999999999
2014-02-03,30,-5267.009999999999
2014-02-04,40,-7115.083999999999
2014-02-05,40,-7115.083999999999
2014-02-06,40,-7115.083999999999
2014-02-07,40,-7115.083999999999
2014-02-10,40,-7115.083999999999
2014-02-12,40,-7115.083999999999
2014-02-13,40,-7115.083999999999
2014-02-14,40,-7115.083999999999
2014-02-17,40,-7115.083999999999
2014-02-18,40,-7115.083999999999
2014-02-19,40,-7115.083999999999
2014-02-20,40,-7115.083999999999
2014-02-21,40,-7115.083999999999
2014-02-24,40,-7115.083999999999
2014-02-25,40,-7115.083999999999
2014-02-26,40,-7115.083999999999
2014-02-27,40,-7115.083999999999
2014-02-28,40,-7115.083999999999
2014-03-03,40,-7115.083999999999
2014-03-04,40,-7115.083999999999
2014-03-05,40,-7115.083999999999
2014-03-06,40,-7115.083999999999
2014-03-07,40,-7115.083999999999
2014-03-10,40,-7115.083999999999
2014-03-11,40,-7115.083999999999
2014-03-12,40,-7115.083999999999
2014-03-13,40,-7115.083999999999
2014-03-14,50,-9083.282
2014-03-17,60,-11042.24
2014-03-18,60,-11042.24
2014-03-19,60,-11042.24
2014-03-20,70,-12945.756
2014-03-24,70,-12945.756
2014-03-25,70,-12945.756
2014-03-26,70,-12945.756
2014-03-27,70,-12945.756
2014-03-28,70,-12945.756
2014-03-31,70,-12945.756
2014-04-01,70,-12945.756
2014-04-02,70,-12945.756
2014-04-03,70,-12945.756
2014-04-04,70,-12945.756
2014-04-07,70,-12945.756
2014-04-08,70,-12945.756
2014-04-09,70,-12945.756
2014-04-10,70,-12945.756
2014-04-11,70,-12945.756
2014-04-14,70,-12945.756
2014-04-15,70,-12945.756
2014-04-16,70,-12945.756
2014-04-17,70,-12945.756
2014-04-18,70,-12945.756
2014-04-21,70,-12945.756
2014-04-22,70,-12945.756
2014-04-23,70,-12945.756
2014-04-24,70,-12945.756
2014-04-25,70,-12945.756
2014-04-28,70,-12945.756
2014-04-30,70,-12945.756
2014-05-01,70,-12945.756
2014-05-02,70,-12945.756
2014-05-07,70,-12945.756
2014-05-08,70,-12945.756
2014-05-09,70,-12945.756
2014-05-12,70,-12945.756
2014-05-13,70,-12945.756
2014-05-14,70,-12945.756
2014-05-15,70,-12945.756
2014-05-16,70,-12945.756
2014-05-19,70,-12945.756
2014-05-20,70,-12945.756
2014-05-21,70,-12945.756
2014-05-22,70,-12945.756
2014-05-23,70,-12945.756
2014-05-26,70,-12945.756
2014-05-27,70,-12945.756
2014-05-28,70,-12945.756
2014-05-29,70,-12945.756
2014-05-30,70,-12945.756
2014-06-02,70,-12945.756
2014-06-03,70,-12945.756
2014-06-04,70,-12945.756
2014-06-05,70,-12945.756
2014-06-06,70,-12945.756
2014-06-09,70,-12945.756
2014-06-10,70,-12945.756
2014-06-11,70,-12945.756
2014-06-12,70,-12945.756
2014-06-13,70,-12945.756
2014-06-16,70,-12945.756
2014-06-17,70,-12945.756
2014-06-18,70,-12945.756
2014-06-19,70,-12945.756
2014-06-20,70,-12945.756
2014-06-23,70,-12945.756
2014-06-24,70,-12945.756
2014-06-25,70,-12945.756
2014-06-26,70,-12945.756
2014-06-27,70,-12945.756
2014-06-30,70,-12945.756
2014-07-01,70,-12945.756
2014-07-02,70,-12945.756
2014-07-03,70,-12945.756
2014-07-04,70,-12945.756
2014-07-07,70,-12945.756
2014-07-08,70,-12945.756
2014-07-09,70,-12945.756
2014-07-10,70,-12945.756
2014-07-11,70,-12945.756
2014-07-14,70,-12945.756
2014-07-15,70,-12945.756
2014-07-16,70,-12945.756
2014-07-17,70,-12945.756
2014-07-18,70,-12945.756
2014-07-22,70,-12945.756
2014-07-23,70,-12945.756
2014-07-24,70,-12945.756
2014-07-25,70,-12945.756
2014-07-28,70,-12945.756
2014-07-29,70,-12945.756
2014-07-30,70,-12945.756
2014-07-31,80,-15708.626
2014-08-01,80,-15708.626
2014-08-04,80,-15708.626
2014-08-05,90,-18443.775
2014-08-06,100,-21169.683
2014-08-07,100,-21169.683
2014-08-08,110,-23840.149
2014-08-11,110,-23840.149
2014-08-12,110,-23840.149
2014-08-13,110,-23840.149
2014-08-14,110,-23840.149
2014-08-15,110,-23840.149
2014-08-18,110,-23840.149
2014-08-19,110,-23840.149
2014-08-20,110,-23840.149
2014-08-21,110,-23840.149
2014-08-22,110,-23840.149
2014-08-25,110,-23840.149
2014-08-26,110,-23840.149
2014-08-27,110,-23840.149
2014-08-28,110,-23840.149
2014-08-29,110,-23840.149
2014-09-01,110,-23840.149
2014-09-02,110,-23840.149
2014-09-03,110,-23840.149
2014-09-04,110,-23840.149
2014-09-05,110,-23840.149
2014-09-08,110,-23840.149
2014-09-09,110,-23840.149
2014-09-10,110,-23840.149
2014-09-11,110,-23840.149
2014-09-12,110,-23840.149
2014-09-16,110,-23840.149
2014-09-17,110,-23840.149
2014-09-18,110,-23840.149
2014-09-19,110,-23840.149
2014-09-22,110,-23840.149
2014-09-24,110,-23840.149
2014-09-25,110,-23840.149
2014-09-26,110,-23840.149
2014-09-29,110,-23840.149
2014-09-30,110,-23840.149
2014-10-01,110,-23840.149
2014-10-02,110,-23840.149
2014-10-03,110,-23840.149
2014-10-06,110,-23840.149
2014-10-07,110,-23840.149
2014-10-08,110,-23840.149
2014-10-09,110,-23840.149
2014-10-10,110,-23840.149
2014-10-14,110,-23840.149
2014-10-15,110,-23840.149
2014-10-16,110,-23840.149
2014-10-17,110,-23840.149
2014-10-20,110,-23840.149
2014-10-21,110,-23840.149
2014-10-22,110,-23840.149
2014-10-23,110,-23840.149
2014-10-24,110,-23840.149
2014-10-27,110,-23840.149
2014-10-28,110,-23840.149
2014-10-29,110,-23840.149
2014-10-30,110,-23840.149
2014-10-31,110,-23840.149
2014-11-04,110,-23840.149
2014-11-05,110,-23840.149
2014-11-06,110,-23840.149
2014-11-07,110,-23840.149
2014-11-10,110,-23840.149
2014-11-11,110,-23840.149
2014-11-12,110,-23840.149
2014-11-13,110,-23840.149
2014-11-14,110,-23840.149
2014-11-17,110,-23840.149
2014-11-18,110,-23840.149
2014-11-19,110,-23840.149
2014-11-20,110,-23840.149
2014-11-21,110,-23840.149
2014-11-25,110,-23840.149
2014-11-26,110,-23840.149
2014-11-27,110,-23840.149
2014-11-28,110,-23840.149
2014-12-01,110,-23840.149
2014-12-02,110,-23840.149
2014-12-03,110,-23840.149
2014-12-04,110,-23840.149
2014-12-05,110,-23840.149
2014-12-08,110,-23840.149
2014-12-09,110,-23840.149
2014-12-10,110,-23840.149
2014-12-11,110,-23840.149
2014-12-12,110,-23840.149
2014-12-15,110,-23840.149
2014-12-16,110,-23840.149
2014-12-17,110,-23840.149
2014-12-18,110,-23840.149
2014-12-19,110,-23840.149
2014-12-22,110,-23840.149
2014-12-24,110,-23840.149
2014-12-25,110,-23840.149
2014-12-26,110,-23840.149
2014-12-29,110,-23840.149
2014-12-30,110,-23840.149
2015-01-05,110,-23840.149
2015-01-06,110,-23840.149
2015-01-07,110,-23840.149
2015-01-08,110,-23840.149
2015-01-09,110,-23840.149
2015-01-13,110,-23840.149
2015-01-14,110,-23840.149
2015-01-15,110,-23840.149
2015-01-16,110,-23840.149
2015-01-19,110,-23840.149
2015-01-20,110,-23840.149
2015-01-21,110,-23840.149
2015-01-22,110,-23840.149
2015-01-23,110,-23840.149
2015-01-26,110,-23840.149
2015-01-27,110,-23840.149
2015-01-28,110,-23840.149
2015-01-29,110,-23840.149
2015-01-30,100,-20060.839
2015-02-02,100,-20060.839
2015-02-03,100,-20060.839
2015-02-04,100,-20060.839
2015-02-05,100,-20060.839
2015-02-06,110,-23267.247
2015-02-09,120,-26427.453
2015-02-10,120,-26427.453
2015-02-12,120,-26427.453
2015-02-13,120,-26427.453
2015-02-16,120,-26427.453
2015-02-17,120,-26427.453
2015-02-18,120,-26427.453
2015-02-19,120,-26427.453
2015-02-20,120,-26427.453
2015-02-23,120,-26427.453
2015-02-24,120,-26427.453
2015-02-25,120,-26427.453
2015-02-26,120,-26427.453
2015-02-27,120,-26427.453
2015-03-02,120,-26427.453
2015-03-03,120,-26427.453
2015-03-04,120,-26427.453
2015-03-05,120,-26427.453
2015-03-06,120,-26427.453
2015-03-09,120,-26427.453
2015-03-10,120,-26427.453
2015-03-11,120,-26427.453
2015-03-12,120,-26427.453
2015-03-13,120,-26427.453
2015-03-16,120,-26427.453
2015-03-17,120,-26427.453
2015-03-18,120,-26427.453
2015-03-19,120,-26427.453
2015-03-20,120,-26427.453
2015-03-23,130,-29809.428
2015-03-24,140,-33154.441
2015-03-25,140,-33154.441
2015-03-26,140,-33154.441
2015-03-27,140,-33154.441
2015-03-30,140,-33154.441
2015-03-31,140,-33154.441
2015-04-01,140,-33154.441
2015-04-02,140,-33154.441
2015-04-03,140,-33154.441
2015-04-06,140,-33154.441
2015-04-07,140,-33154.441
2015-04-08,140,-33154.441
2015-04-09,140,-33154.441
2015-04-10,140,-33154.441
2015-04-13,140,-33154.441
2015-04-14,140,-33154.441
2015-04-15,140,-33154.441
2015-04-16,140,-33154.441
2015-04-17,140,-33154.441
2015-04-20,140,-33154.441
2015-04-21,140,-33154.441
2015-04-22,140,-33154.441
2015-04-23,140,-33154.441
2015-04-24,140,-33154.441
2015-04-27,140,-33154.441
2015-04-28,140,-33154.441
2015-04-30,140,-33154.441
2015-05-01,140,-33154.441
2015-05-07,140,-33154.441
2015-05-08,140,-33154.441
2015-05-11,140,-33154.441
2015-05-12,140,-33154.441
2015-05-13,140,-33154.441
2015-05-14,140,-33154.441
2015-05-15,140,-33154.441
2015-05-18,140,-33154.441
2015-05-19,140,-33154.441
2015-05-20,140,-33154.441
2015-05-21,140,-33154.441
2015-05-22,140,-33154.441
2015-05-25,140,-33154.441
2015-05-26,140,-33154.441
2015-05-27,140,-33154.441
2015-05-28,140,-33154.441
2015-05-29,140,-33154.441
2015-06-01,140,-33154.441
2015-06-02,140,-33154.441
2015-06-03,140,-33154.441
2015-06-04,150,-36498.924
2015-06-05,160,-39796.826
2015-06-08,170,-43076.096000000005
2015-06-09,170,-43076.096000000005
2015-06-10,170,-43076.096000000005
2015-06-11,170,-43076.096000000005
2015-06-12,170,-43076.096000000005
2015-06-15,170,-43076.096000000005
2015-06-16,170,-43076.096000000005
2015-06-17,170,-43076.096000000005
2015-06-18,170,-43076.096000000005
2015-06-19,170,-43076.096000000005
2015-06-22,170,-43076.096000000005
2015-06-23,170,-43076.096000000005
2015-06-24,170,-43076.096000000005
2015-06-25,170,-43076.096000000005
2015-06-26,170,-43076.096000000005
2015-06-29,170,-43076.096000000005
2015-06-30,170,-43076.096000000005
2015-07-01,170,-43076.096000000005
2015-07-02,170,-43076.096000000005
2015-07-03,170,-43076.096000000005
2015-07-06,170,-43076.096000000005
2015-07-07,170,-43076.096000000005
2015-07-08,170,-43076.096000000005
2015-07-09,170,-43076.096000000005
2015-07-10,170,-43076.096000000005
2015-07-13,170,-43076.096000000005
2015-07-14,170,-43076.096000000005
2015-07-15,170,-43076.096000000005
2015-07-16,170,-43076.096000000005
2015-07-17,170,-43076.096000000005
2015-07-21,170,-43076.096000000005
2015-07-22,170,-43076.096000000005
2015-07-23,170,-43076.096000000005
2015-07-24,170,-43076.096000000005
2015-07-27,170,-43076.096000000005
2015-07-28,170,-43076.096000000005
2015-07-29,170,-43076.096000000005
2015-07-30,170,-43076.096000000005
2015-07-31,170,-43076.096000000005
2015-08-03,170,-43076.096000000005
2015-08-04,170,-43076.096000000005
2015-08-05,170,-43076.096000000005
2015-08-06,170,-43076.096000000005
2015-08-07,170,-43076.096000000005
2015-08-10,170,-43076.096000000005
2015-08-11,170,-43076.096000000005
2015-08-12,170,-43076.096000000005
2015-08-13,170,-43076.096000000005
2015-08-14,170,-43076.096000000005
2015-08-17,170,-43076.096000000005
2015-08-18,170,-43076.096000000005
2015-08-19,170,-43076.096000000005
2015-08-20,170,-43076.096000000005
2015-08-21,170,-43076.096000000005
2015-08-24,170,-43076.096000000005
2015-08-25,170,-43076.096000000005
2015-08-26,170,-43076.096000000005
2015-08-27,170,-43076.096000000005
2015-08-28,170,-43076.096000000005
2015-08-31,170,-43076.096000000005
2015-09-01,170,-43076.096000000005
2015-09-02,170,-43076.096000000005
2015-09-03,170,-43076.096000000005
2015-09-04,170,-43076.096000000005
2015-09-07,170,-43076.096000000005
2015-09-08,170,-43076.096000000005
2015-09-09,170,-43076.096000000005
2015-09-10,170,-43076.096000000005
2015-09-11,170,-43076.096000000005
2015-09-14,170,-43076.096000000005
2015-09-15,170,-43076.096000000005
2015-09-16,170,-43076.096000000005
2015-09-17,170,-43076.096000000005
2015-09-18,170,-43076.096000000005
2015-09-24,170,-43076.096000000005
2015-09-25,170,-43076.096000000005
2015-09-28,170,-43076.096000000005
2015-09-29,170,-43076.096000000005
2015-09-30,170,-43076.096000000005
2015-10-01,170,-43076.096000000005
2015-10-02,170,-43076.096000000005
2015-10-05,170,-43076.096000000005
2015-10-06,170,-43076.096000000005
2015-10-07,170,-43076.096000000005
2015-10-08,170,-43076.096000000005
2015-10-09,170,-43076.096000000005
2015-10-13,170,-43076.096000000005
2015-10-14,170,-43076.096000000005
2015-10-15,170,-43076.096000000005
2015-10-16,170,-43076.096000000005
2015-10-19,170,-43076.096000000005
2015-10-20,170,-43076.096000000005
2015-10-21,170,-43076.096000000005
2015-10-22,170,-43076.096000000005
2015-10-23,160,-39348.135
2015-10-26,160,-39348.135
2015-10-27,160,-39348.135
2015-10-28,160,-39348.135
2015-10-29,160,-39348.135
2015-10-30,160,-39348.135
2015-11-02,160,-39348.135
2015-11-04,160,-39348.135
2015-11-05,160,-39348.135
2015-11-06,160,-39348.135
2015-11-09,160,-39348.135
2015-11-10,160,-39348.135
2015-11-11,160,-39348.135
2015-11-12,160,-39348.135
2015-11-13,160,-39348.135
2015-11-16,160,-39348.135
2015-11-17,160,-39348.135
2015-11-18,160,-39348.135
2015-11-19,160,-39348.135
2015-11-20,160,-39348.135
2015-11-24,160,-39348.135
2015-11-25,160,-39348.135
2015-11-26,160,-39348.135
2015-11-27,160,-39348.135
2015-11-30,160,-39348.135
2015-12-01,160,-39348.135
2015-12-02,160,-39348.135
2015-12-03,160,-39348.135
2015-12-04,160,-39348.135
2015-12-07,160,-39348.135
2015-12-08,160,-39348.135
2015-12-09,160,-39348.135
2015-12-10,160,-39348.135
2015-12-11,160,-39348.135
2015-12-14,160,-39348.135
2015-12-15,160,-39348.135
2015-12-16,160,-39348.135
2015-12-17,160,-39348.135
2015-12-18,160,-39348.135
2015-12-21,160,-39348.135
2015-12-22,160,-39348.135
2015-12-24,160,-39348.135
2015-12-25,160,-39348.135
2015-12-28,160,-39348.135
2015-12-29,160,-39348.135
2015-12-30,160,-39348.135
2016-01-04,160,-39348.135
2016-01-05,160,-39348.135
2016-01-06,160,-39348.135
2016-01-07,160,-39348.135
2016-01-08,160,-39348.135
2016-01-12,160,-39348.135
2016-01-13,160,-39348.135
2016-01-14,160,-39348.135
2016-01-15,160,-39348.135
2016-01-18,160,-39348.135
2016-01-19,160,-39348.135
2016-01-20,160,-39348.135
2016-01-21,160,-39348.135
2016-01-22,160,-39348.135
2016-01-25,160,-39348.135
2016-01-26,160,-39348.135
2016-01-27,160,-39348.135
2016-01-28,160,-39348.135
2016-01-29,160,-39348.135
2016-02-01,160,-39348.135
2016-02-02,160,-39348.135
2016-02-03,160,-39348.135
2016-02-04,160,-39348.135
2016-02-05,160,-39348.135
