7267 JT,440510.0469999998
7269 JT,292928.4880000001
7270 JT,-454178.1310000003
7272 JT,242535.07099999988
7731 JT,-192726.97999999986
7733 JT,283611.34199999995
7735 JT,1566462.252
7751 JT,-197007.92999999854
7752 JT,224642.86499999976
7762 JT,-74831.43099999998
7832 JT,148273.62300000002
7911 JT,176964.81299999985
7912 JT,257230.02699999989
7951 JT,886489.2649999999
8001 JT,861676.834
8002 JT,214268.1879999999
8015 JT,599451.447
8028 JT,114846.45599999995
8031 JT,628382.3240000001
8035 JT,7247437.623
8053 JT,238093.16700000002
8058 JT,731979.9320000005
8233 JT,63857.607999999964
8252 JT,322985.61
8253 JT,-122015.77800000086
8267 JT,484110.087
8270 JT,98829.08699999998
8303 JT,10089.96800000011
8304 JT,-67939.86700000009
8306 JT,108579.12200000009
8308 JT,52171.54099999991
8309 JT,509391.4240000006
8316 JT,613318.101
8331 JT,96535.35300000006
8332 JT,495.20999999999185
8354 JT,134291.5070000001
8355 JT,39794.334999999905
8411 JT,140141.01800000016
8601 JT,43630.27999999991
8604 JT,138766.908
8628 JT,122869.83099999989
8630 JT,663960.7410000002
8697 JT,5490.0
8725 JT,397339.7370000001
8729 JT,259104.5479999999
8750 JT,273911.23699999996
8766 JT,789612.6099999999
8795 JT,195273.11900000006
8801 JT,93852.84200000041
8802 JT,20629.868999999482
8803 JT,-17469.917
8804 JT,187020.61400000006
8815 JT,1006.5380000000005
8830 JT,324472.52700000093
9001 JT,232523.25999999978
9005 JT,20777.652000000235
9007 JT,676184.9189999998
9008 JT,1637223.2789999992
9009 JT,264161.461
9020 JT,429939.01499999827
9021 JT,327527.73300000024
9022 JT,751000.6530000009
9062 JT,1452404.8259999994
9064 JT,400634.4720000003
9101 JT,1241218.8099999991
9104 JT,811388.6309999998
9107 JT,295059.22200000007
9202 JT,-119463.25600000005
9301 JT,585091.8920000005
9412 JT,41812.417000000045
9432 JT,278711.92000000004
9433 JT,347516.5809999998
9434 JT,-8105.0
9437 JT,847197.1040000002
9501 JT,-37430.0
9502 JT,129021.24599999987
9503 JT,91223.85199999996
9531 JT,56600.84300000011
9532 JT,139881.90700000012
9602 JT,261251.21200000017
9613 JT,234240.30799999996
9681 JT,25493.8140000001
9735 JT,802648.0489999999
9766 JT,691372.3170000002
9983 JT,5392400.087000003
9984 JT,3408640.4860000005
